Brand,Model,ROM,RAM,OS,Screen size,Dual Sim,Expandable Memory,5G,Fingerprint Sensor,Price
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,60500
Xiaomi,Poco X3 Pro,256.0,6,Android,6.67,No,No,No,No,60500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,60900
Samsung,Galaxy A52,128.0,4,Android,6.50,Yes,Yes,No,Yes,60999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,60999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60999
Samsung,Galaxy S10,,6,Android,6.10,No,Yes,No,Yes,60999
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,60999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,60999
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,60999
Samsung,Galaxy S10,,6,Android,6.10,No,Yes,No,Yes,60999
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,60999
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,60999
Samsung,Galaxy S10,,6,Android,6.10,No,Yes,No,Yes,60999
Samsung,Galaxy S10,,6,Android,6.10,No,No,No,No,60999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Samsung,Galaxy A52,128.0,4,Android,6.50,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Samsung,Galaxy A71,,6,Android,6.70,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61000
Samsung,Galaxy A71,128.0,6,Android,6.70,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61000
Xiaomi,Mi 11 Lite,128.0,6,Android,6.55,Yes,Yes,No,Yes,61000
Xiaomi,Mi 10i,,6,Android,6.67,No,No,Yes,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone X,256.0,3,iOS,5.85,No,No,No,No,61000
Samsung,Galaxy Note 9,,6,Android,6.40,Yes,Yes,No,Yes,61000
Samsung,Galaxy S10e,128.0,6,Android,5.80,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 8,256.0,2,iOS,4.70,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Xiaomi,Poco X3 Pro,,6,Android,6.67,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,61000
Samsung,Galaxy A32,,4,Android,6.40,Yes,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 8,256.0,2,iOS,4.70,No,No,No,No,61000
Samsung,Galaxy A52,128.0,4,Android,6.50,Yes,Yes,No,Yes,61000
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,61000
Samsung,Galaxy S10,128.0,6,Android,6.10,Yes,Yes,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 8 Plus,64.0,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61000
Apple,iPhone 8,256.0,2,iOS,4.70,No,No,No,No,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61499
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61499
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Samsung,Galaxy A71,,6,Android,6.70,Yes,Yes,No,Yes,61500
Samsung,Galaxy A52,128.0,4,Android,6.50,Yes,Yes,No,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61500
Samsung,Galaxy M42,,6,Android,6.60,Yes,Yes,Yes,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone X,64.0,3,iOS,5.85,No,No,No,No,61500
Xiaomi,Mi 11 Lite,,6,Android,6.55,Yes,No,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,No,61500
Realme,8,128.0,4.0,Android,6.40,Yes,No,No,Yes,61500
Xiaomi,Poco X3 Pro,256.0,6,Android,6.67,No,Yes,No,No,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone SE 2,,3,iOS,4.70,No,No,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Samsung,Galaxy S9+,,4,Android,6.20,Yes,Yes,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Apple,iPhone 8,256.0,2,iOS,4.70,No,Yes,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61500
Samsung,Galaxy A71,128.0,6,Android,6.70,No,No,No,No,61500
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,61800
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61890
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61900
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61900
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61900
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61900
Xiaomi,Mi 11 Lite,128.0,6,Android,6.55,Yes,Yes,No,Yes,61990
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61990
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,61990
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61990
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,61990
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
LG,Velvet,128.0,6.0,Android,6.80,No,No,No,No,61999
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61999
LG,Velvet,128.0,6.0,Android,6.80,No,No,Yes,No,61999
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
LG,Velvet,256.0,6.0,Android,6.80,No,No,Yes,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,61999
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Samsung,Galaxy A52,128.0,4,Android,6.50,Yes,Yes,No,Yes,62000
Apple,iPhone 8 Plus,,3,iOS,5.50,No,No,No,No,62000
Huawei,Mate 20 Pro,128.0,6.0,Android,6.39,Yes,Yes,No,Yes,62000
Xiaomi,Poco X3 Pro,256.0,6,Android,6.67,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Xiaomi,Poco X3 Pro,256.0,6,Android,6.67,No,No,No,No,62000
Apple,iPhone 8 Plus,256.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone X,64.0,3,iOS,5.85,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 8,256.0,2,iOS,4.70,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Samsung,Galaxy M51,,6,Android,6.70,No,No,No,No,62000
Samsung,Galaxy Note 9,128.0,6,Android,6.40,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
OnePlus,7,128.0,6,Android,6.41,Yes,No,No,No,62000
Samsung,Galaxy A71,128.0,6,Android,6.70,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Samsung,Galaxy Note 9,128.0,6,Android,6.40,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
Apple,iPhone X,64.0,3,iOS,5.85,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Vivo,V17 Pro,128.0,8,Android,6.44,Yes,Yes,No,Yes,62000
Samsung,Galaxy A52,128.0,4,Android,6.50,Yes,Yes,No,Yes,62000
Xiaomi,Mi 11,128.0,3,Android,6.81,Yes,Yes,No,Yes,62000
Samsung,Galaxy A52,128.0,4,Android,6.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Xiaomi,Poco X3 Pro,256.0,6,Android,6.67,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 8 Plus,64.0,3,iOS,5.50,No,No,No,No,62000
Samsung,Galaxy A32,,4,Android,6.40,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62000
Xiaomi,Poco X3 Pro,256.0,6,Android,6.67,Yes,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
OnePlus,Nord,128.0,8,Android,6.44,Yes,No,Yes,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
Samsung,Galaxy S10,,6,Android,6.10,Yes,Yes,Yes,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 8 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 8 Plus,64.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Samsung,Galaxy A52,,4,Android,6.50,No,Yes,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,Yes,Yes,No,Yes,62000
Samsung,Galaxy A52,,4,Android,6.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 8 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Samsung,Galaxy S10,128.0,6,Android,6.10,No,No,No,No,62000
Xiaomi,Poco M3 Pro,256.0,4,Android,6.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 8 Plus,64.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 8 Plus,64.0,3,iOS,5.50,No,No,No,No,62000
Xiaomi,Redmi Note 10 Pro,,6,Android,6.67,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62000
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62000
Samsung,Galaxy A52,,4,Android,6.50,Yes,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Samsung,Galaxy Note 9,,6,Android,6.40,Yes,Yes,No,Yes,62000
Samsung,Galaxy S10,128.0,6,Android,6.10,No,Yes,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62000
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62490
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62499
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62500
Samsung,Galaxy A52,128.0,4,Android,6.50,Yes,Yes,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Samsung,Galaxy Note 10,128.0,8,Android,6.30,No,No,No,No,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62500
Samsung,Galaxy Note 9,128.0,6,Android,6.40,Yes,Yes,No,Yes,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,Yes,62500
Vivo,V20,128.0,8,Android,6.44,Yes,Yes,No,Yes,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,Yes,Yes,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,Yes,Yes,No,Yes,62500
Apple,iPhone X,256.0,3,iOS,5.85,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 8 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Samsung,Galaxy A71,128.0,6,Android,6.70,Yes,Yes,No,Yes,62500
Samsung,Galaxy Note 9,128.0,6,Android,6.40,No,No,No,No,62500
Apple,iPhone 7 Plus,256.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7,128.0,2,iOS,4.70,No,Yes,No,Yes,62500
Apple,iPhone 7 Plus,,3,iOS,5.50,No,Yes,No,Yes,62500
Apple,iPhone 8 Plus,256.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,No,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,No,No,Yes,62500
Apple,iPhone 7 Plus,128.0,3,iOS,5.50,No,Yes,No,Yes,62500
